-1.293549427801944240e+01,-1.059227560464394990e+01,1.309367624416471143e+00,-7.379690381721768944e+00,-1.447581254172671805e-01,7.837909226178901179e+00,1.472597680884898885e+01,2.155064608102117418e+01,5.726178572499788011e+00,3.678620167811267549e+00
5.002195438878622724e+00,-1.160946337472946510e+01,-1.401032528470370409e+01,2.493286411038875983e+01,2.149627232936699883e+00,-3.656420001060464720e-02,-9.432108138425421728e+00,8.145857068413601354e+00,-1.907632663649130222e+01,5.599451345747649356e+00
3.666744433139036641e+00,-5.712051503112212103e-01,-2.094354251142441825e+01,8.908095655230601650e+00,1.077714045162041057e+00,-6.891420920781097692e+00,1.924209693123835407e+01,1.870228430906202277e+01,-5.459468934917314442e+00,-2.558894214629885866e+00
-2.039208339011294946e+00,-1.989240801334267061e+01,-5.521376802012835761e+00,1.211512954824163302e+01,-1.457354012582675473e+01,7.175659930272226816e+00,-7.432331172430581390e+00,2.147728282588842674e+01,1.309371159671728968e+01,-2.598226305483105136e+01
-9.600703865124275538e+00,1.854056137048573305e+01,2.470581066473397591e+00,2.996433205774840403e+00,9.320805780680212038e+00,-7.865137608798951074e-01,4.397849266323791362e+00,1.618796089837683994e+01,1.624962908493577629e+01,-2.772288915898522532e+01
-1.484746393587051827e+01,1.789321846805781657e+00,2.023294843847073210e+01,-2.365876317586667055e-01,3.541786970444279703e+00,4.305409259343183415e+00,9.091647455766473485e+00,1.752685711566787674e+01,-1.164711799352651411e+01,-2.222686812657979072e+00
-9.278387556306677553e+00,-5.454065914857072706e+00,1.392231169099008348e+01,-2.004807363566868617e+00,8.069326871258624578e+00,9.425501741361436814e+00,2.196878771722751145e-01,1.711320865064065444e+01,-1.419101794604383571e+01,-4.905006774175598494e+00
-5.915108768985927412e+00,-2.204047106003823231e+01,-5.758008648631290249e+00,1.230027639818801966e+01,-8.735493991765228117e+00,4.691681510046795012e+00,-6.396361381981822802e+00,1.771428745171515473e+01,1.402117806100781294e+01,-2.347826885824771281e+01
-1.216118776361664544e+01,-1.070916888162229519e+01,7.189710666306174502e+00,-8.508772002781910260e+00,-3.816248253858918194e+00,6.660218468578463558e+00,1.410206226814603347e+01,1.930419521237900682e+01,8.746338417630974416e-01,2.071256519613962954e+00
-4.253242540427751628e+00,-2.411179856872799832e+01,-5.481843004387644491e+00,1.197931125106702588e+01,-9.660323034556407507e+00,1.968023311203494607e+00,-1.257208984543213859e+01,2.199064563987778342e+01,1.116630963403646426e+01,-2.359640068688121062e+01
